CODIGO_LOCAL,NOMBRE_LOCAL,CP
44,ECOLOGICAL DRIVER,30700
46,"NEUMATICOS TORRE PACHECO, S.L.",30700
47,"NEUMATICOS TORRE PACHECO, S.L.",30730
1,"NEUMATICOS SOLEDAD, S.L.",15320
2,"NEUMATICOS SOLEDAD, S.L.",15190
3,"NEUMATICOS SOLEDAD, S.L.",15407
38,"NEUMATICOS SOLEDAD, S.L.",27007
49,"NEUMATICOS SOLEDAD, S.L.",15142
8,"NEUMATICOS SOLEDAD, S.L.",2007
50,ECI GIJON,33000
5,"NEUMATICOS SOLEDAD, S.L.",8755
39,"NEUMATICOS SOLEDAD, S.L.",7009
8208,"Tienda PHONE HOUSE Arcos, Debajo dl Corral F",11630
4669,TCUIDA SAN VICENTE DE ALCANTARA,6500
893,"Tienda PHONE HOUSE Martos, San Amador 57 F",23600
7027,Tienda PHONE HOUSE CC H2OCIO WL (MADRID),28529
8123,"Tienda PHONE HOUSE MEJORADA,CONSTITUCION 2 F",28840
A-BA61,La Bellota/ A-BA61,28000
123,LA GAVIA,28051
99,STAND -  CARREFOUR M�RIDA,6000
8164,"Tienda PHONE HOUSE MONTIJO, CONSTITUCION",6480
894,"Tienda PHONE HOUSE Vera, Mayor 2 F",4620
53,Hospitalet,8901
171,ELKANO,8004
174,SANT GERMA,8004
4037,MADRID-GOYA,28009
4084,MADRID-VAGUADA,28029
4240,MAD-ALCORC�N ANT,28922
4241,MADRID PLAZA NUEVA ANT,28914
4260,MADRID-SAN FERNANDO ANT,28830
4016,CACERES,10001
4100,CIUDAD REAL,13001
308,Tienda PHONE HOUSE Alm�bar 49 (Aranjuez),28300
159,Tienda  PHONE HOUSE - CC Nassica (Getafe),28906
32,Tienda  PHONE HOUSE - Mayor 1 (Alcal� Henares),28804
320,Tienda  PHONE HOUSE - CC La Dehesa II (Alc.Hen),28805
71,Tienda PHONE HOUSE Reyes Cat�licos 3 (A.H),28803
343,Tienda PHONE HOUSE CC P.Corredor (Tor.Ardoz),28850
4053,TENERIFE-PILAR,38002
4252,TENERIFE ANT,38108
67,Sunka Ruano,25006
71,Nova Bal�fia,25005
OP015,�NGEL BLANCH,17300
4058,VALENCIA-POETA QUEROL,46002
4073,VALENCIA-N.CENTRO,46009
4242,VALENCIA ALFAFAR ANT,46910
575,575,8019
803,803,8290
4238,ALICANTE ANT,3005
4025,GIRONA,17002
4045,PALMA-JAUME III,7012
4049,REUS,43201
4057,TARRASA,8221
4064,LLEIDA,25002
4065,BARNA-MAQUINISTA,8030
4160,BARNA-L'ILLA,8029
4168,SANT CUGAT,8190
4249,BARNA-DIAGONAL MAR,8019
177,JUNTA DE COMER�,8001
58,Manresa,8242
25,"NEUMATICOS SOLEDAD, S.L.",12200
24,"NEUMATICOS SOLEDAD, S.L.",46190
9,"NEUMATICOS SOLEDAD, S.L.",46900
16,"NEUMATICOS SOLEDAD, S.L.",46980
18,"NEUMATICOS SOLEDAD, S.L.",46702
8162,"Tienda PHONE HOUSE PALMA DEL RIO, S.ANA 29 F",14700
6,AYRE HOTEL SEVILLA,41018
7,AYRE HOTEL C�RDOBA,14012
370,RBLA MARQUESA CASTELLBELL,8980
371,CREUS,8980
375,AVELLANER,8940
173,CENTRE,8820
377,MERCAT DE LES PLANES,8970
180,MANSO,8004
4055,SEVILLA RIOJA,41001
4254,SEVILLA ANT,41920
34,"NEUMATICOS SOLEDAD, S.L.",41500
41,ECOLOGICAL DRIVER,41007
32,"NEUMATICOS SOLEDAD, S.L.",23700
35,"NEUMATICOS SOLEDAD, S.L.",29670
33,"NEUMATICOS SOLEDAD, S.L.",29004
8155,"Tienda PHONE HOUSE OSUNA, SAN AGUSTIN 9 F",41640
8223,Tienda PHONE HOUSE Estepa,41560
8212,"Tienda PHONE HOUSE ALMONTE, TELLO ESLAVA 5 F",21730
896,"Tienda PHONE HOUSE PILAS, PIO XII 15 F",41840
365,Tienda PHONE HOUSE CC Miramar (Fuengirola) W,29640
8217,"Tienda PHONE HOUSE Fuengirola, Jacinto B 10",29640
296,Tienda PHONE HOUSE Boulevard 273 (El Ejido),4700
856,"Tienda PHONE HOUSE Hu�rcal-Overa, AvGarc�a F",4600
4,AYRE GRAN HOTEL COL�N,28007
207,Tienda PHONE HOUSE CC Plaza Mar (Alicante) W,3016
285,Tienda PHONE HOUSE Comercio 18 (Toledo),45001
8168,"Tienda PHONE HOUSE VALDEMORO, ESTRELLA 2 F",28340
313,Tienda PHONE HOUSE CC El Ferial (Parla),28980
8173,"Tienda PHONE HOUSE PARLA, SAN ANTON 58 F",28982
876,Tienda  PHONE HOUSE - Yeles 1 F,45200
291,Tienda PHONE HOUSE CC Las Rosas (Madrid),28032
30,Tienda PHONE HOUSE CC Alcal� Norte (Madrid),28027
753,Tienda  PHONE HOUSE - CC Alcampo Moratalaz W,28030
519,Tienda SAMSUNG CC La Gavia (Madrid),28051
C519,Tienda  ORANGE - CCGAVIA,28051
768,Tienda PHONE HOUSE CC Los Angeles (Madrid) W,28041
72,Tienda PHONE HOUSE General Ricardos 93 (M),28019
77,GERONA,17190
86,PARLA,28980
87,ALCOBENDAS,28100
89,SAN FERNANDO,28830
91,LA GAVIA,28051
13,Tienda PHONE HOUSE La Oca 81 (Madrid),28025
251,Tienda PHONE HOUSE Toledo 34 (Madrid),28005
263,Tienda PHONE HOUSE CC La Vega (Alcobendas),28108
4,Tienda PHONE HOUSE Usera 88 (Madrid),28026
734,Tienda PHONE HOUSE CC Pr�ncipe P�o (Mad) W,28008
79,COCENTAINA,3820
64,ALICANTE,3007
73,MURCIA III,30007
76,CARTAGENA,30395
61,CORU�A II,15008
83,OLEIROS,15172
38,Flix,43750
4080,BARNA-RONDA,8010
380,CAMELIAS,8940
379,FONT,8905
A-BA6,Eating Poing /  A-BA6,28000
8700,fcia Cardenes y Cardenes,35011
799,"Tienda PHONE HOUSE BuenosAires,14 (Bilbao)WL",48001
69,SANTANDER,39011
71,PAMPLONA,31191
72,USURBIL,20170
80,PORTUGALETE,48920
85,PONFERRADA,24400
310,Piguillem,17001
5052,"MEDRANO DE LA MAZA, LUIS MIGUEL",43820
837,"Tienda PHONE HOUSE Loja, Av Los Angeles 16 F",18300
C28110,BALTASAR E HIJOS,28110
ECI_00000000037,euyryiery,78900
56608,"MARTINEZ DE LA CONCHA, JUAN",6003
65,EL EJIDO,4700
75,CHICLANA,11130
88,JEREZ II,11408
63,M�LAGA II,29004
10,SEVILLA SAN PABLO,41020
1,Blue Sea Apartamentos Vistasol,7181
798,Tienda PHONE HOUSE CC N4(Ecija) WL,41400
859,Tienda  PHONE HOUSE - Miguel Cervantes F,41400
8157,Tienda  PHONE HOUSE - Manuel Rojas 7F,41620
8101,"Tienda PHONE HOUSE Moron, Luis Daoiz 15 F",41530
219,Tienda PHONE HOUSE CC Los Molinos (Utrera),41710
96,STAND -  CARREFOUR TORREMOLINOS,29000
105,FERIAL PLAZA,19002
88,LAS CAMARETAS -88-,42190
867,Illa Carlemany L1,700
868,Illa Carlemany L2,700
R-ST1,Medas /  R-ST1,15702
423,Tienda PHONE HOUSE CC Villamarina (Barna),8840
179,STAND -  CARREFOUR MAJADAHONDA II,28000
188,STAND -  CARREFOUR PINAR DE LAS ROZAS,28000
1493a,"ASPASOFT COMUNICACIONES, S.L.",28801
273,STAND -  MEDIA MARKT LEGANES (PARQUESUR),28000
22,Almenar,25100
129,AMPOSTA,43870
1434,Xanad�,28939
40,La Seu,25700
52,Pont de Suert,25520
79,Vielha,25530
82,Sort,25560
0424a,"LUALBO, S.L",46021
789,"LUALBO, S.L",2001
PE019,BARCELONESA ARAG�,8015
4151,BARNA-CORNELLA,8940
0390b,"VENTIS TELECOM, S.L.",29200
10281,10281,8640
161,AVEIRO,8000
178,COLOMBO,8000
183,NORTESHOPPING,8000
189,VASCO DA GAMA,8000
207,ALMADA,8000
213,PONTA DELGADA PARQUE ATL�NTICO,8000
229,COIMBRA,8000
235,8� AVENIDA,8000
244,MONTIJO,8000
250,SINTRA,8000
CIR01,Restaurante Circulo de Alcoy,3801
4026,GIJON,33206
1,Residencia Fray Luis de Le�n O.S.A.,28440
1,Restaurante Lolo,3818
1,ICM AGENCIA DE INFORMATICA Y COMUNICACIONES,28045
1,PHARMA MAR,28770
UDFR11,UDON GLORIES (Franquiciado),8018
37,COPENHAGUE,99999
4009,BADAJOZ,6004
4251,JEREZ ANT,11408
4020,CORDOBA,14001
4029,JAEN,23004
4041,MARBELLA,29600
4253,M�LAGA ANT,29004
828,"Tienda PHONE HOUSE Lebrija, Arcos 5 F",41740
8148,Tienda  PHONE HOUSE - Enologos 3 F,11140
873,Tienda  PHONE HOUSE - Av Espa�a 57 F,11600
537,ALIMERKA-BURGOS,9007
539,ALIMERKA-MIRANDA,9007
8110,"Tienda PHONE HOUSE NERJA, CHAPARRIL 2 F",29780
543,ALIMERKA-TORDESILLAS,27780
452,GA.VI.FRAGOSO,36210
692,GA.VI.LA FLORIDA,36202
693,GA.VI.LOPEZ MORA,36211
935,GA.FE.MARIA,15402
308,GA.FE.LEPANTO,15406
BR02,BRICORAMA VINAR�S,12500
378,RICART,8004
106,ALIMERKA-FELGUERA-BOLARQUE,33213
120,ALIMERKA-CABA�AQUINTA-CONSTITUCION,33011
108,ALIMERKA-MOREDA,33940
11,ALIMERKA-MI-J.IBRAN,33600
121,ALIMERKA-MI-IV.MIRANDA,33007
BR07,BRICORAMA ABRERA,8630
1,ALIMERKA-SARGENTO PROVISIONAL,33005
171,ALIMERKA-AVDA. SANTANDER,33860
176,ALIMERKA-JOAQUIN VILLACA�AL,33710
186,ALIMERKA-VILLAFRIA,33007
178,ALIMERKA-BELARMINO CABAL,33208
183,ALIMERKA-CAMPOS,33400
67,VIANA,31230
119,ALIMERKA-C.NARCEA-URIA,33011
141,ALIMERKA - SALAS-ANTONIO NOVO,33800
BR03,BRICORAMA ALCOI,3804
BR05,BRICORAMA PETRER,3610
BR08,BRICORAMA VERGER,3770
301,FUENTES,28013
302,SALAMANCA TORMES,37900
8120,"Tienda PHONE HOUSE ALCALA LA REAL,FERNANDO F",23680
1518a,"BEYOND RETAIL, S.L.",6800
678,"SMALL MOVIL, S.L.",11407
0248a,"CENTROMOVILES BADAJOZ, S.L.",6011
0565a,"BEYOND RETAIL, S.L.",6380
1432a,"SEVITEL XXI, S.L.",41440
0512a,"GRUPO BONATEL, S.L.U.",43820
3,NOVELDA,3660
100b,VILANOVA I LA GELTR� - Rambla Sam� 18,8800
223a,BARCELONA - Via Julia,8016
8104,"Tienda PHONE HOUSE Lepe, Real 41 F",21440
C770,Tienda  VODAFONE - CC Zoco,14005
502,ALMADA_FORUM,2800
0162a,"BEYOND RETAIL, S.L.",6400
537,ALGARVE_SHOPPING,8200
640,NORTE_SHOPPING,4460
92,STAND -  CARREFOUR VILLANUEVA,6000
694,ARRABIDA,4400
708,FORUM_MONTIJO,100
713,PARQUE_NASCENTE,4435
716,VIANA_SHOPPING,4900
740,VILA_REAL,5000
1187,VIA AURELIA IMAGEN,165
1416,VIMERCATE,20059
099a,REUS - Jes�s,43201
78,MASSALFASAR,46560
82,LA POBLA DE VALLBONA,46185
59,GRAN CANARIA - C.C. EL TABLERO,35109
61,LAS PALMAS - MESA Y L�PEZ,35010
62,LAS PALMAS - TRIANA,35002
100,LANZAROTE - C.C. BIOSFERA PLAZA,35510
9a,Granada,18005
1876,PARQUE_PRINCIPADO,33510
252a,Sabadell,8208
BR04,BRICORAMA ESTEPONA,29680
55,BARCELONA-PARIS ORLY,8000
56,PARIS ORLY-BARCELONA,8000
1875,ANDORRA,500
299,CARME,8001
19,CASTELL�N,12001
45,LORANCA -14-,28940
97,VALENCIA IV,46002
96,VALENCIA III,46002
15,VALENCIA II,46003
26,CULLERA - VALENCIA,46400
95,VALENCIA I,46003
29,GAND�A PLAYA - VALENCIA,46730
99,X�TIVA,46800
A-BA95,Mas que menos,28000
53,BILBAO - VIZCAYA,48011
47,SANTANDER - CANTABRIA,39004
94,TORRELAVEGA - CANTABRIA,39300
52,ALBACETE,2002
13,CARTAGENA - MURCIA,30201
65,LORCA - MURCIA,30800
85,MURCIA I,30008
86,MURCIA II,30004
23,BENIDORM I - ALICANTE,3501
27,DENIA - ALICANTE,3700
58,ELCHE - ALICANTE,3202
76a,Pamplona,31001
1,LEROY MERLIN BURJASSOT,46100
206,GA.LU.QUIROGA BALLESTEROS,27001
207,GA.LU.FONTE DOS RANCHOS,27004
210,GA.LU.CONCEPCION ARENAL,27004
209,GA.LU.RAFAEL VEGA,27002
273,GA.LU.SAGRADO CORAZON,27003
511,"ALIMERKA-BENAV-EL FERIAL,97",49000
513,ALIMERKA-BENAV-S.ANTON VIEJO,49000
531,ALIMERKA-LE-V. DON JUAN,24000
56,C�RDOBA,14008
143,GA.MI�O,15145
655,GA.CO.AV FINISTERRE,15010
669,GA.CO.SAN ANDRES,15003
672,GA.CO.COSTA RICA,15004
122,PB2 MARINEDA CITY,15008
638,GA.PO.AV VIGO,36002
408,GA.PO.BENITO CORBAL,36001
402,GA.PO.AUGUSTO GARCIA,36001
39,MALLORCA - CAN PASTILLA,7610
151,GA.SA.MEZONZO,15701
153,GA.SA.FRAY ROSENDO,15701
154,GA.SA.CONCHEIROS,15703
157,GA.OS TILOS,0
671,GA.SA.CONXO,15706
914,GA.SA.RUA NOVA DE ABAIXO,15705
63,LLEIDA,25007
92,TARRAGONA,43004
301,GA.FE.HERNAN CORTES,15404
306,GA.PERLIO,15500
309,GA.STA.CECILIA,15407
923,GA.FENE,15500
35,BARCELONA,8015
36,LLEIDA,25123
37,ARANJUEZ,28300
38,LAS ROSAS (SAN BLAS),28032
1024,BC Grancasa,50015
1001,"1001 - C/ Maestro Aguilar, n� 25",46006
1003,"1003 - C/ Duque de Mandas, n� 10-12",46019
1117,"1117 - C/ Bajada de la Estaci�n, n� 12",46870
16,BONAIRE,46960
1030,Nuevo Centro,46009
1019,El Saler,46013
1014,Castell�n,12001
1114,Urbil,20170
3,BARCELONA I (C.C. GRAN V�A 2),8908
54,CASTELLDEFELS - BARCELONA,8860
37,Antena 3,28703
27,BCN-ALICANTE,8000
28,ALICANTE-BCN,8000
11,BCN-MALAGA,8000
12,MALAGA-BCN,8000
1,BCN-SEVILLA,8000
2,SEVILLA-BCN,8000
1,Hotel Hilton Barcelona,8014
125,ALIMERKA-OV-SILLA DEL REY,33670
39,HUELVA II,21004
39,GROS MERCAT TORREVIEJA,3180
41,GROS MERCAT ELCHE,3201
42,GROS MERCAT ALICANTE,3001
43,GROS MERCAT MURCIA,30001
46,GROS MERCAT CARTAGENA,30201
89,BARCELONA - SAN SEBASTIAN,8000
90,SAN SEBASTIAN - BARCELONA,8000
1759,FCO FUERTE,35610
207,GM IBIZA,7800
208,GM PALMA,7009
209,GM GAV�,8850
21,GROS MERCAT FIGUERES,17600
210,GM CASH GRANOLLERS,8400
211,GM BARCELONA HOSPITALET (PEDROSA),8038
212,GM CASH SANT ADRI� DE BES�S,8930
214,GM TERRASSA,8227
215,GM EL VENDRELL,43700
216,GM VILANOVA I LA GELTR�,8800
22,GROS MERCAT OLOT,17800
23,GROS MERCAT GIRONA,17003
24,GROS MERCAT PALAMOS,17230
27,GROS MERCAT MATAR�,8302
28,GROS MERCAT SANT BOI,8830
30,GROS MERCAT REUS,43206
31,GROS MERCAT LLEIDA,25191
32,GROS MERCAT MANRESA,8272
33,GROS MERCAT MENORCA,7714
34,GROS MERCAT IBIZA,7840
35,GROS MERCAT TARRAGONA,43120
36,GROS MERCAT MONTCADA,8110
37,GROS MERCAT MERCABARNA,8004
48,GROS MERCAT BLANES,17300
49,GROS MERCAT AMPOSTA,43870
60,GROS MERCAT DE VIC II,8500
68,GM CASTELLBISBAL,8755
622 SALON,SPAR PONTS,25740
F801,SPAR - BARCELONETA,8003
F805,SPAR - GUISSONA,25210
F825,SPAR SANT PERE DE RIUTDEBILLES,8876
F848,SPAR PARETS,8150
F873,SUMA AMER,17170
F886,Suma Avda. Barceloneta (Ampolla),43895
F887,SUMA SOLLER,7100
F888,SUMA STA. GERTRUDIS,7840
003063K,ORLANDO MOTOR,3006
003235L,AUTOSEBRO,3293
003263W,SERPIS AUTOMOCION,3820
003333E,AUTOS MARCOS,3300
030163C,AUTOMOVILES TOMAS GUILLEN,30007
030173W,TOMAS GUILLEN GUILLEN,30203
030193Y,LORCAUTO,30800
005005D,"AUTOS LUENGO, S.A.",5004
009213L,BU-MOTOR,9007
010133D,EXTRECAR,10195
013143C,ALQUIMAN,13700
022213G,TUMASA,22004
026153F,RIAUTO,26006
028020Z,LEYVA CAR,28019
028029B,C. de Salamanca Comisiones y Representaciones,28031
028090V,"ROLE, S.A (Nascar)",28003
028193M,HERMANOS VI�ARAS - FUENLABRADA,28944
028233D,AUTOMOVILES MABUSA,28922
028237G,SANTOGAL AUTOM�VILES,28232
028243T,ATRANSA,28300
028383N,GEMOVIL - LEGANES,28914
028405U,GOMEZ PLATZ,28400
028433A,MOTOR TRES CANTOS,28760
028543U,AUTO RALLYE ALCALA,28802
028840E,ARELLANO MOTOR,28703
028973G,ALCALA 534,28027
034017U,AUPASA,34004
037900Q,"ESLAUTO AUTOMOCI�N, S.L.",37900
042003A,Hermanos Mateo Lorenzo,42005
045253D,TALAUTO,45683
045293Z,HERMANOS VI�ARAS TOLEDO,45280
050303F,CARZA,50014
007023R,AUTOMOVILES COLL - PALMA,7009
007223N,TECNAUTO IBIZA,7800
008030F,"PLANA MOTOR, S.L.",8030
008063L,EUTRASA-LES FRANQUESES,8520
008083C,SARAUTO,8272
008203B,AUTO 95,8302
008373N,MAVISA TERRASSA,8223
008543C,TURYCAR,8830
008703H,TALLERES GARCIA - VILANOVA,8800
008783W,AUTO COMERCIAL MAAM,8907
008980H,BARCELONESA SANT FELIU,8980
017213H,GICAUTO,17490
025194H,"AUTODILER 3000, S.L.U.",25191
043163B,JOAQUIN OLIVA - TORTOSA,43500
043173F,JOAQUIN OLIVA TARRAGONA,43006
60,JA�N,23009
012093M,LEONAUTO,12004
046023U,AUTOMOVILES JUAN GINER,46006
046313X,EDAUTO,46181
046323N,AUTODISA,46020
046373A,AUTO INTER,46800
046383B,FERTO,46900
046443Z,DUCAL MOTOR,46701
015023K,MANUEL REY - FERROL,15570
015173G,DIMONORTE AUTOM�VILES S.A.,15864
015243Y,TUMOSA,15172
015273N,AUTOMOVILES DIMOLK,15105
027183W,MARTINEZ DE LUGO,27003
036183P,COVER,36143
D011,BUENAVISTA,15000
D014,SOTO,15000
D021,PIGARA,15000
D022,HERCULES,15000
D026,SAN VICENTE,15000
D029,JUAN CANALEJO,15000
D039,CUESTA DE LA TAPIA,15000
D040,MONELOS,15000
DF032,AGRA DEL ORZAN,15000
DF036,HERCULES 2,15000
F015,OZA,15000
F026,ALFREDO VICENTI,15000
F027,GRAN CANARIA,15000
69,GM ARANDA DE DUERO,9400
001102Q,AUTOMOCION AGROMOTOR,1007
020193T,CENTRAUTO GUIPUZCOA,20180
020213Q,ETORMOBIL,20600
024015F,"ESLAUTO AUTOMOCI�N, S.L.",24005
031183M,AUTOMOVILES TORREGROSA,31600
031203B,AUTOMOVILES MARCO,31200
033010A,LOZAUTO,33010
033153C,ASTURIANA DE AUTOMOCION,33401
033273B,TALPESA,33211
039093G,RAMON GONZALEZ Y HERMANOS,39300
039133C,AUTO NORTE,39011
039183X,AURESA,39750
048263H,LEJAUTO MOTOR,48950
504,ALIMERKA-LE-REYES LEONESES,24000
521,ALIMERKA-LE-MEDULAS,24000
525,ALIMERKA-LE-BALDOMERO LOZANO,24007
528,ALIMERKA-LE-NOCEDO,24007
2,VALLADOLID,47195
133,ALIMERKA-C.ONIS-AV.CASTILLA,33125
112,ALIMERKA-C.DE ONIS,33710
225,GM GAND�A,46700
226,GM MERCAVALENCIA,46013
227,GM VINAROZ,12500
228,GM XIRIVELLA,46950
38,GROS MERCAT CASTELL�N,12001
47,GROS MERCAT ALBACETE,2002
656,GA.SADA 2,15160
145,GA.SADA,15160
004103H,FRANCISCO LOPEZ MARTINEZ,4740
006173H,INGEDAUTO,6800
011213D,IBERICAR MOTORS C�diz,11011
011233H,ALGECIRE�A DE MOTOR E INVERSIONES,11205
014016R,ARCANGEL MOTOR,14013
011401B,"IBERICAR MOTORS C�DIZ, S.L.",11500
021006A,ONUBA CAR MOTOR SPORT,21007
023413E,MOTORSANT,23009
029363B,COMAU,29700
029650K,"BUSTILLO AUTOMOCI�N, S.L.",29603
041273J,"AUTOMARES, S.L.",41006
53,ALIMERKA-GI-MOROS,33424
4,BARCELONA II,8002
2908,2908,25241
1098,"1098 - C/ Na Saurina de Entenza, n� 33",3000
1259,"1259- C/ San Miguel n�, 18 Eq. Doctor Moratal",3700
1482,1482- C/ Madrigueres s/n,3700
1486,"1486- Plaza Jaime I, n� 7",3700
22,UDON Ya Illa,8029
23,UDON Ya Arenas,8015
25,UDON Ya Triangle,8002
74,MADRID - CHAMART�N,28036
81,MADRID - PLAZA CASTILLA,28029
78,MADRID - HERON CITY,28232
80,MADRID - MARCELO USERA,28026
8,MADRID - PRECIADOS,28013
9,MADRID - MONTERA,28013
66,MADRID - ARENAL,28013
10,MADRID - CALLE TOLEDO,28005
11,MADRID - ALCAL�,28027
98,MADRID - C.C. LA GAVIA,28051
68,MADRID - BRAVO MURILLO I,28020
107,ALIMERKA-GI-S.AGUSTIN,33900
155,ALIMERKA-GI-AV.LA COSTA,33403
72,MADRID - C.C. PLENILUNIO,28022
79,MADRID - MANUEL BECERRA,28028
6,MADRID - C.C GRAN PLAZA 2,28222
76,ALIMERKA-GI-MOSTOLES,33212
77,ALIMERKA-GI-H.CORTES,33402
70,MADRID - C.C. EQUINOCCIO,28220
12,ZARAGOZA,50010
73,MADRID - CARMEN,28013
75,MADRID - FUENCARRAL I,28004
20,�VILA,5001
90,SEGOVIA,40001
255,GA.MONFORTE 1,27400
260,GA.MONFORTE 2,27400
257,GA.SARRIA,27600
274,GA.BECERREA,27640
937,GA.SARRIA 2,27600
55,CIUDAD REAL,13001
88,PUERTOLLANO - CIUDAD REAL,13500
5,MADRID - C.C LA VAGUADA,28029
7,MADRID - XANAD�,28939
71,MADRID - C.C. PARQUESUR,28916
12,MADRID - GETAFE,28901
67,MADRID - ALBUFERA,28038
69,MADRID - BRAVO MURILLO II,28020
76,MADRID - FUENCARRAL II,28010
0445b,"CENTROMOVILES BADAJOZ, S.L.",10300
0491a,"CENTROMOVILES BADAJOZ, S.L.",10100
10285,10285,43830
0714a,"CENTROMOVILES BADAJOZ, S.L.",10200
1490a,"BEYOND RETAIL, S.L.",10001
14,SEVILLA,41001
301,ALIMERKA-LUGO-RIBADEO-A. GALICIA,27780
302,ALIMERKA-UXIO NOVONEIRA,27780
010028U,"COMERCIAL AUTOMOTO, S.A.",36214
010085J,"GADAUTO, S.A.",15172
010279E,"CITOVA, S.L.",15960
010386D,"NOYAMOVIL, S.L.",15890
010387X,"NU�EZ MOTOR, S.L.",36213
010423P,"LUCUSCAR, S.L.",27003
010004T,"GARAGE ANDREU, S.A.U.",17005
010038C,"EXCLUSIVAS PONT, S.A.",8210
010050T,"GARAJE ELOY GRANOLLERS, S.A.",8403
010058V,"VDA. DE RAMON SANTESMASES, S.A.",25001
010092M,"SERVICIO AUTO MOTO, S.A.",43203
010218Z,"COMERCIAL CITROEN, S.A.",8020
010220R,"INTERFREN, S.A.",17600
010234T,"COMERCIAL CITROEN, S.A.",7009
010240A,"COMERCIAL CITROEN, S.A.",8830
010249X,"TERRAUTO, S.A.",8226
010282N,"FUTURAUTO, S.A.",8243
010297G,"TALLERS MALLA, S.A.",8519
010340D,"SAEZ TORRENS, S.A.",7300
010345M,"JAIME PARES, S.L.",8750
010363L,"EIVIAUTO, S.A.",7800
010376F,"J. P. CARRION, S.L.",8907
010411X,"COCHES IDEALES ROC AUTO, S.A.",7714
010414M,"AUTOMOCI� BADALONA CRC3, S.L.",8915
010424A,"TARRAUTO MOTOR, S.L.U.",43006
010926N,"AUTOMOBILS PYRENEES, S.A.U.",0
032104Q,"AUTOMOVILES CITROEN ESPA�A, S.A.",8014
C006,"TALLERES GARCIA, S.A.",8800
33,MATAR�,8304
804,GA.CARBALLO,15100
28,LA ZENIA,3189
29,ALJUB,3205
928,GA.ARTEIXO,15142
929,GA.CAMARI�AS,15123
010131J,"CYTRA, S.A.",3007
010305N,"DEVESA MOVIL, S.A.",3503
010375F,"AUTOS BA�ON, S.A.",3600
010396T,"LEVANTINA 2000 AUTOMOCION, S.A.",3300
010426V,TALLERES AUTO-ELCHE S.L.,3207
931,GA.VIMIANZO,15129
010284K,"GARAJE LEON, S.L.",30007
010287Z,"LEVANTINA 2000 AUTOMOCION, S.A.",30100
010347W,"COSTAMOTOR, S.A.",30740
010400P,"JUAN VERGARA ESPALLARDO, S.L.",30310
1,VAGUADA,28029
2,LOS ANGELES,28041
3,ISLAZUL,28806
4,PRINCIPE PIO,28008
5,LAS ROSAS,28032
6,GRAN VIA HORTALEZA,28043
7,ALCALA MAGNA,28806
8,CARREFOUR ALCOBENDAS,28100
9,TRES AGUAS,28924
10,XANADU,28922
11,BULEVAR GETAFE,28903
12,GETAFE 3,28905
13,EL PINAR,28230
14,CENTRO OESTE,28220
15,GRAN PLAZA 2,28222
16,EL FERIAL,28980
17,H2O,28521
18,CARREFOUR SAN SEBASTIAN,28701
19,PARQUE CORREDOR,28850
20,FUENLABRADA,28942
21,CHAMART�N,28016
22,AYALA,28001
23,LOS VALLES,28400
24,PARQUESUR,28916
25,PLAZA EBOLI,28320
26,LA GAVIA I,28051
27,LA GAVIA II,28051
38,LUZ DE CASTILLA,40006
010408C,"CHEVION AUTO, S.L.",35008
010009P,"AUTO IREGUA, S.A.",26006
010015C,"AUTOMOVILES MOSANCAR, S.A.",28019
010036R,"EMPRESA CARRION, S.A.",47012
010054K,"GARAJE INFANTAS, S.A.",28300
010072E,"VICENTE LEAL VARGAS, S.A.",40006
010098N,"TALLERES ALCANTARA-ALSANCO, S.L.",13200
010194A,"CIUDAUTO, S.L.",13005
010215K,"COMERCIAL CITROEN, S.A.",50014
010223J,"DUERO MOTOR, S.A.",49024
010231Q,"MOTOR TALAVERA, S.A.",45600
010239P,"AUTOS LUENGO, S.A.",5004
010251G,"COMERCIAL CITROEN, S.A.",28935
010259N,"PALENTINA DE AUTOMOVILES, S.L.",34003
010261K,S.A. AUTOMOVILES PALACIO,42004
010264Z,"COMERCIAL CITROEN, S.A.",28036
010280T,"TOLCAR, S.A.",45280
010294L,"MOTOR PLASENCIA, S.A.",10600
010300Q,"AUTOMOVILES PADILLA, S.A.",50004
010301W_2,"AUTOMOVILES HERMANOS TORRES, S.A.",28850
010304U,"COMERCIAL CITROEN, S.A.",28922
010320G,"MOTOR VILLAVERDE, S.A.",28021
010325E,"AMARAUTO, S.L.",28108
010328N,"FUENLAMOTOR, S.L.",28940
010342X,"ALVARO VILLACA�AS, S.A.",28770
010344Y,"T. CASTILLO, S.L.",28029
010348E,"AUTOS CACERES 2000, S.A.",10195
010353K,"J. A. MANSO, S.A.",28522
010366G,"RUGAUTO, S.A.",9007
010367Y,"AUTOMOCION ALCALA, S. L.",28805
010377P,"AUTOS VELASCO, S.L.",28914
010397N,"AUTO MADRID NORTE, S.A.",28400
010412G,"SANSEMOVIL, S.L.",28709
010428H,"SANTOGAL AUTOMOVILES, S.L.U.",28232
010430C,"GRUPO NANI, S.L.",37188
032103M,"AUTOMOVILES CITROEN ESPA�A, S.A.",28007
032105W,"AUTOMOVILES CITROEN ESPA�A, S.A.",28037
010254Q,"AUTO LACA, S.A.",38296
010341X,"AUTOMOVILES INSULARES, S.A.",38111
48,VILA-REAL,12540
64,VALENCIA,46018
010002W,"ALAVA LASCARAY, S.A.",1003
